"Row.names","Connectivity","PValue","pert_id","pert_iname","pert_type","cell_id","pert_idose","pert_itime","distil_id"
"AML001_HL60_24H:BRD-K57391913:0.37037","-0.51209","0.0046296","BRD-K57391913","iloprost","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:F10|AML001_HL60_24H_X1_F1B10:F22|AML001_HL60_24H_X2_F1B10:F10|AML001_HL60_24H_X2_F1B10:F22|AML001_HL60_24H_X3_F1B10:F10|AML001_HL60_24H_X3_F1B10:F22"
"AML001_HL60_6H:BRD-K04986062:3.33333","-0.51101","0.0068259","BRD-K04986062","BRD-K04986062","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:G02|AML001_HL60_6H_X1_F1B10:G14|AML001_HL60_6H_X2_B11:G02|AML001_HL60_6H_X2_B11:G14|AML001_HL60_6H_X3_F1B10:G02|AML001_HL60_6H_X3_F1B10:G14"
"AML001_HL60_24H:P14","-0.51065","0.0065574","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:P14"
"AML001_HL60_24H:BRD-A45664787:0.37037","-0.50894","0.0181820","BRD-A45664787","iloprost","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:J24|AML001_HL60_24H_X1_F1B10:L10|AML001_HL60_24H_X1_F1B10:L22|AML001_HL60_24H_X2_F1B10:J12|AML001_HL60_24H_X2_F1B10:J24|AML001_HL60_24H_X2_F1B10:L10|AML001_HL60_24H_X2_F1B10:L22|AML001_HL60_24H_X3_F1B10:J12|AML001_HL60_24H_X3_F1B10:J24|AML001_HL60_24H_X3_F1B10:L10|AML001_HL60_24H_X3_F1B10:L22"
"AML001_HL60_24H:BRD-K64302725:0.37037","-0.50751","0.0077220","BRD-K64302725","KUC105208","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:P06|AML001_HL60_24H_X1_F1B10:P18|AML001_HL60_24H_X2_F1B10:P06|AML001_HL60_24H_X2_F1B10:P18|AML001_HL60_24H_X3_F1B10:P06|AML001_HL60_24H_X3_F1B10:P18"
"AML001_HL60_24H:BRD-K03439359:3.33333","-0.50431","0.0143370","BRD-K03439359","BRD-K03439359","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:C02|AML001_HL60_24H_X1_F1B10:C14|AML001_HL60_24H_X2_F1B10:C02|AML001_HL60_24H_X2_F1B10:C14|AML001_HL60_24H_X3_F1B10:C02|AML001_HL60_24H_X3_F1B10:C14"
"AML001_HL60_24H:BRD-A45664787:1.11111","-0.50290","0.0144230","BRD-A45664787","iloprost","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:J11|AML001_HL60_24H_X1_F1B10:J23|AML001_HL60_24H_X1_F1B10:L09|AML001_HL60_24H_X1_F1B10:L21|AML001_HL60_24H_X2_F1B10:J11|AML001_HL60_24H_X2_F1B10:J23|AML001_HL60_24H_X2_F1B10:L09|AML001_HL60_24H_X2_F1B10:L21|AML001_HL60_24H_X3_F1B10:J11|AML001_HL60_24H_X3_F1B10:J23|AML001_HL60_24H_X3_F1B10:L09|AML001_HL60_24H_X3_F1B10:L21"
"AML001_HL60_24H:BRD-K21918725:3.33333","-0.49774","0.0072727","BRD-K21918725","BRD-K21918725","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:M12|AML001_HL60_24H_X1_F1B10:M24|AML001_HL60_24H_X2_F1B10:M12|AML001_HL60_24H_X2_F1B10:M24|AML001_HL60_24H_X3_F1B10:M12|AML001_HL60_24H_X3_F1B10:M24"
"AML001_HL60_24H:O24","-0.49443","0.0224360","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:O24|AML001_HL60_24H_X2_F1B10:O24|AML001_HL60_24H_X3_F1B10:O24"
"AML001_HL60_6H:BRD-K53325797:3.33333","-0.49299","0.0144580","BRD-K53325797","BRD-K53325797","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:C06|AML001_HL60_6H_X1_F1B10:C18|AML001_HL60_6H_X2_B11:C06|AML001_HL60_6H_X2_B11:C18|AML001_HL60_6H_X3_F1B10:C06|AML001_HL60_6H_X3_F1B10:C18"
"AML001_HL60_6H:BRD-K64302725:10","-0.49286","0.0409680","BRD-K64302725","KUC105208","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:O05|AML001_HL60_6H_X1_F1B10:O17|AML001_HL60_6H_X2_B11:O05|AML001_HL60_6H_X2_B11:O17|AML001_HL60_6H_X3_F1B10:O05|AML001_HL60_6H_X3_F1B10:O17"
"AML001_HL60_24H:BRD-K80368509:1.11111","-0.49234","0.0036101","BRD-K80368509","BRD-K80368509","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:N07|AML001_HL60_24H_X1_F1B10:N19|AML001_HL60_24H_X2_F1B10:N07|AML001_HL60_24H_X2_F1B10:N19|AML001_HL60_24H_X3_F1B10:N07|AML001_HL60_24H_X3_F1B10:N19"
"AML001_HL60_6H:BRD-K93754473:0.49846","-0.48960","0.0471380","BRD-K93754473","tamoxifen","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:D04|AML001_HL60_6H_X1_F1B10:D16|AML001_HL60_6H_X2_B11:D04|AML001_HL60_6H_X2_B11:D16|AML001_HL60_6H_X3_F1B10:D04|AML001_HL60_6H_X3_F1B10:D16"
"AML001_HL60_6H:BRD-K16300438:10","-0.48868","0.0397610","BRD-K16300438","BRD-K16300438","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I05|AML001_HL60_6H_X1_F1B10:I17|AML001_HL60_6H_X2_B11:I05|AML001_HL60_6H_X2_B11:I17|AML001_HL60_6H_X3_F1B10:I05|AML001_HL60_6H_X3_F1B10:I17"
"AML001_HL60_6H:BRD-A45664787:3.33333","-0.48784","0.0192310","BRD-A45664787","iloprost","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I12|AML001_HL60_6H_X1_F1B10:I24|AML001_HL60_6H_X1_F1B10:K10|AML001_HL60_6H_X1_F1B10:K22|AML001_HL60_6H_X2_B11:I12|AML001_HL60_6H_X2_B11:I24|AML001_HL60_6H_X2_B11:K10|AML001_HL60_6H_X2_B11:K22|AML001_HL60_6H_X3_F1B10:I12|AML001_HL60_6H_X3_F1B10:I24|AML001_HL60_6H_X3_F1B10:K10|AML001_HL60_6H_X3_F1B10:K22"
"AML001_HL60_6H:O12","-0.48482","0.0392160","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:O12|AML001_HL60_6H_X2_B11:O12|AML001_HL60_6H_X3_F1B10:O12"
"AML001_HL60_24H:BRD-K41790758:1.11111","-0.47778","0.0290700","BRD-K41790758","BRD-K41790758","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:H07|AML001_HL60_24H_X1_F1B10:H19|AML001_HL60_24H_X2_F1B10:H07|AML001_HL60_24H_X2_F1B10:H19|AML001_HL60_24H_X3_F1B10:H07|AML001_HL60_24H_X3_F1B10:H19"
"AML001_HL60_6H:BRD-K41790758:0.37037","-0.47569","0.0689660","BRD-K41790758","BRD-K41790758","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:H08|AML001_HL60_6H_X1_F1B10:H20|AML001_HL60_6H_X2_B11:H08|AML001_HL60_6H_X2_B11:H20|AML001_HL60_6H_X3_F1B10:H08|AML001_HL60_6H_X3_F1B10:H20"
"AML001_HL60_6H:BRD-K71879491:10","-0.47562","0.0830390","BRD-K71879491","tretinoin","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:G11|AML001_HL60_6H_X1_F1B10:G23|AML001_HL60_6H_X2_B11:G11|AML001_HL60_6H_X2_B11:G23|AML001_HL60_6H_X3_F1B10:G11|AML001_HL60_6H_X3_F1B10:G23"
"AML001_HL60_24H:H21","-0.47408","0.0109890","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:H21"
"AML001_HL60_6H:BRD-K47084999:0.37037","-0.47021","0.0494700","BRD-K47084999","BRD-K47084999","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:B08|AML001_HL60_6H_X1_F1B10:B20|AML001_HL60_6H_X2_B11:B08|AML001_HL60_6H_X2_B11:B20|AML001_HL60_6H_X3_F1B10:B08|AML001_HL60_6H_X3_F1B10:B20"
"AML001_HL60_24H:BRD-A35207501:1.11111","-0.46998","0.0546880","BRD-A35207501","BRD-A35207501","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:H03|AML001_HL60_24H_X1_F1B10:H15|AML001_HL60_24H_X2_F1B10:H03|AML001_HL60_24H_X3_F1B10:H03|AML001_HL60_24H_X3_F1B10:H15"
"AML001_HL60_24H:BRD-A72498772:1.11111","-0.46383","0.0037037","BRD-A72498772","BRD-A72498772","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:L11|AML001_HL60_24H_X1_F1B10:L23|AML001_HL60_24H_X2_F1B10:L11|AML001_HL60_24H_X2_F1B10:L23|AML001_HL60_24H_X3_F1B10:L11|AML001_HL60_24H_X3_F1B10:L23"
"AML001_HL60_6H:BRD-K64877338:3.33333","-0.46103","0.0271320","BRD-K64877338","BRD-K64877338","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K02|AML001_HL60_6H_X1_F1B10:K14|AML001_HL60_6H_X2_B11:K02|AML001_HL60_6H_X2_B11:K14|AML001_HL60_6H_X3_F1B10:K02|AML001_HL60_6H_X3_F1B10:K14"
"AML001_HL60_24H:BRD-K13077924:3.33333","-0.45585","0.1303600","BRD-K13077924","BRD-K13077924","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:C10|AML001_HL60_24H_X1_F1B10:C22|AML001_HL60_24H_X2_F1B10:C10|AML001_HL60_24H_X2_F1B10:C22|AML001_HL60_24H_X3_F1B10:C10|AML001_HL60_24H_X3_F1B10:C22"
"AML001_HL60_6H:BRD-K21918725:10","-0.45570","0.0917160","BRD-K21918725","BRD-K21918725","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:M11|AML001_HL60_6H_X1_F1B10:M23|AML001_HL60_6H_X2_B11:M11|AML001_HL60_6H_X2_B11:M23|AML001_HL60_6H_X3_F1B10:M11|AML001_HL60_6H_X3_F1B10:M23"
"AML001_HL60_24H:O02","-0.45400","0.1024200","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:O02|AML001_HL60_24H_X3_F1B10:O02"
"AML001_HL60_24H:BRD-K13077924:0.37037","-0.44936","0.0134230","BRD-K13077924","BRD-K13077924","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:D10|AML001_HL60_24H_X1_F1B10:D22|AML001_HL60_24H_X2_F1B10:D10|AML001_HL60_24H_X2_F1B10:D22|AML001_HL60_24H_X3_F1B10:D10|AML001_HL60_24H_X3_F1B10:D22"
"AML001_HL60_6H:BRD-A95504714:10","-0.44273","0.0998570","BRD-A95504714","BRD-A95504714","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:O09|AML001_HL60_6H_X1_F1B10:O21|AML001_HL60_6H_X2_B11:O09|AML001_HL60_6H_X2_B11:O21|AML001_HL60_6H_X3_F1B10:O09|AML001_HL60_6H_X3_F1B10:O21"
"AML001_HL60_6H:BRD-K64302725:3.33333","-0.44022","0.0588240","BRD-K64302725","KUC105208","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:O06|AML001_HL60_6H_X1_F1B10:O18|AML001_HL60_6H_X2_B11:O06|AML001_HL60_6H_X2_B11:O18|AML001_HL60_6H_X3_F1B10:O06|AML001_HL60_6H_X3_F1B10:O18"
"AML001_HL60_6H:BRD-K03439359:1.11111","-0.43789","0.0253160","BRD-K03439359","BRD-K03439359","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:D01|AML001_HL60_6H_X1_F1B10:D13|AML001_HL60_6H_X2_B11:D01|AML001_HL60_6H_X2_B11:D13|AML001_HL60_6H_X3_F1B10:D01|AML001_HL60_6H_X3_F1B10:D13"
"AML001_HL60_24H:G21","-0.43235","0.0356080","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X3_F1B10:G21"
"AML001_HL60_6H:BRD-K27316855:0.37037","-0.43182","0.1024700","BRD-K27316855","calcitriol","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:J10|AML001_HL60_6H_X1_F1B10:J22|AML001_HL60_6H_X2_B11:J10|AML001_HL60_6H_X2_B11:J22|AML001_HL60_6H_X3_F1B10:J10|AML001_HL60_6H_X3_F1B10:J22"
"AML001_HL60_6H:O01","-0.42900","0.0983610","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:O01"
"AML001_HL60_24H:BRD-K27316855:3.33333","-0.41352","0.1074400","BRD-K27316855","calcitriol","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:I10|AML001_HL60_24H_X1_F1B10:I22|AML001_HL60_24H_X2_F1B10:I10|AML001_HL60_24H_X2_F1B10:I22|AML001_HL60_24H_X3_F1B10:I10|AML001_HL60_24H_X3_F1B10:I22"
"AML001_HL60_6H:BRD-A35207501:1.11111","-0.40503","0.1389500","BRD-A35207501","BRD-A35207501","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:H03|AML001_HL60_6H_X1_F1B10:H15|AML001_HL60_6H_X2_B11:H03|AML001_HL60_6H_X2_B11:H15|AML001_HL60_6H_X3_F1B10:H03|AML001_HL60_6H_X3_F1B10:H15"
"AML001_HL60_6H:BRD-K53325797:10","-0.40480","0.1634400","BRD-K53325797","BRD-K53325797","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:C05|AML001_HL60_6H_X1_F1B10:C17|AML001_HL60_6H_X2_B11:C05|AML001_HL60_6H_X2_B11:C17|AML001_HL60_6H_X3_F1B10:C05|AML001_HL60_6H_X3_F1B10:C17"
"AML001_HL60_24H:BRD-A73513677:1.11111","-0.40115","0.0403730","BRD-A73513677","BRD-A73513677","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:N01|AML001_HL60_24H_X1_F1B10:N13|AML001_HL60_24H_X2_F1B10:N01|AML001_HL60_24H_X2_F1B10:N13|AML001_HL60_24H_X3_F1B10:N01|AML001_HL60_24H_X3_F1B10:N13"
"AML001_HL60_24H:BRD-K65971331:0.37037","-0.39865","0.1879800","BRD-K65971331","BRD-K65971331","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:F02|AML001_HL60_24H_X1_F1B10:F14|AML001_HL60_24H_X2_F1B10:F02|AML001_HL60_24H_X2_F1B10:F14|AML001_HL60_24H_X3_F1B10:F02|AML001_HL60_24H_X3_F1B10:F14"
"AML001_HL60_24H:BRD-A73558769:0.37037","-0.39718","0.0788730","BRD-A73558769","BRD-A73558769","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:B12|AML001_HL60_24H_X1_F1B10:B24|AML001_HL60_24H_X2_F1B10:B12|AML001_HL60_24H_X2_F1B10:B24|AML001_HL60_24H_X3_F1B10:B12|AML001_HL60_24H_X3_F1B10:B24"
"AML001_HL60_24H:O12","-0.39280","0.1573000","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:O12|AML001_HL60_24H_X3_F1B10:O12"
"AML001_HL60_6H:BRD-K19706299:10","-0.39267","0.2348500","BRD-K19706299","MRE-269","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:E11|AML001_HL60_6H_X2_B11:E11|AML001_HL60_6H_X2_B11:E23|AML001_HL60_6H_X3_F1B10:E11|AML001_HL60_6H_X3_F1B10:E23"
"AML001_HL60_6H:BRD-K43389675:0.37037","-0.38439","0.2212400","BRD-K43389675","daunorubicin","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:D12|AML001_HL60_6H_X1_F1B10:D24|AML001_HL60_6H_X2_B11:D12|AML001_HL60_6H_X2_B11:D24|AML001_HL60_6H_X3_F1B10:D12|AML001_HL60_6H_X3_F1B10:D24"
"AML001_HL60_6H:BRD-A45664787:1.11111","-0.37312","0.2114400","BRD-A45664787","iloprost","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:J11|AML001_HL60_6H_X1_F1B10:J23|AML001_HL60_6H_X1_F1B10:L09|AML001_HL60_6H_X1_F1B10:L21|AML001_HL60_6H_X2_B11:J11|AML001_HL60_6H_X2_B11:J23|AML001_HL60_6H_X2_B11:L09|AML001_HL60_6H_X2_B11:L21|AML001_HL60_6H_X3_F1B10:J11|AML001_HL60_6H_X3_F1B10:J23|AML001_HL60_6H_X3_F1B10:L09|AML001_HL60_6H_X3_F1B10:L21"
"AML001_HL60_24H:BRD-K64877338:1.11111","-0.37162","0.2047500","BRD-K64877338","BRD-K64877338","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:L01|AML001_HL60_24H_X1_F1B10:L13|AML001_HL60_24H_X2_F1B10:L01|AML001_HL60_24H_X2_F1B10:L13|AML001_HL60_24H_X3_F1B10:L01|AML001_HL60_24H_X3_F1B10:L13"
"AML001_HL60_24H:BRD-A73513677:3.33333","-0.36929","0.0957450","BRD-A73513677","BRD-A73513677","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:M02|AML001_HL60_24H_X1_F1B10:M14|AML001_HL60_24H_X2_F1B10:M02|AML001_HL60_24H_X2_F1B10:M14|AML001_HL60_24H_X3_F1B10:M02|AML001_HL60_24H_X3_F1B10:M14"
"AML001_HL60_6H:BRD-K53325797:0.37037","-0.36236","0.1951200","BRD-K53325797","BRD-K53325797","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:D06|AML001_HL60_6H_X1_F1B10:D18|AML001_HL60_6H_X2_B11:D06|AML001_HL60_6H_X2_B11:D18|AML001_HL60_6H_X3_F1B10:D06|AML001_HL60_6H_X3_F1B10:D18"
"AML001_HL60_6H:BRD-A35207501:0.37037","-0.36138","0.2426200","BRD-A35207501","BRD-A35207501","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:H04|AML001_HL60_6H_X1_F1B10:H16|AML001_HL60_6H_X2_B11:H04|AML001_HL60_6H_X2_B11:H16|AML001_HL60_6H_X3_F1B10:H16"
"AML001_HL60_24H:BRD-K74176882:1.11111","-0.36097","0.1172600","BRD-K74176882","BRD-K74176882","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:P07|AML001_HL60_24H_X1_F1B10:P19|AML001_HL60_24H_X2_F1B10:P07|AML001_HL60_24H_X2_F1B10:P19|AML001_HL60_24H_X3_F1B10:P07|AML001_HL60_24H_X3_F1B10:P19"
"AML001_HL60_24H:BRD-K03439359:0.37037","-0.36014","0.2864500","BRD-K03439359","BRD-K03439359","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:D02|AML001_HL60_24H_X1_F1B10:D14|AML001_HL60_24H_X2_F1B10:D02|AML001_HL60_24H_X2_F1B10:D14|AML001_HL60_24H_X3_F1B10:D02|AML001_HL60_24H_X3_F1B10:D14"
"AML001_HL60_24H:BRD-K03439359:10","-0.35768","0.2391900","BRD-K03439359","BRD-K03439359","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:C01|AML001_HL60_24H_X1_F1B10:C13|AML001_HL60_24H_X2_F1B10:C01|AML001_HL60_24H_X2_F1B10:C13|AML001_HL60_24H_X3_F1B10:C01|AML001_HL60_24H_X3_F1B10:C13"
"AML001_HL60_24H:BRD-K16300438:1.11111","-0.35345","0.1521700","BRD-K16300438","BRD-K16300438","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:J05|AML001_HL60_24H_X1_F1B10:J17|AML001_HL60_24H_X2_F1B10:J05|AML001_HL60_24H_X2_F1B10:J17|AML001_HL60_24H_X3_F1B10:J05|AML001_HL60_24H_X3_F1B10:J17"
"AML001_HL60_24H:BRD-K19706299:1.11111","-0.35061","0.3268300","BRD-K19706299","MRE-269","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:F11|AML001_HL60_24H_X1_F1B10:F23|AML001_HL60_24H_X2_F1B10:F11|AML001_HL60_24H_X2_F1B10:F23|AML001_HL60_24H_X3_F1B10:F11|AML001_HL60_24H_X3_F1B10:F23"
"AML001_HL60_6H:H22","-0.34968","0.3785500","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X2_B11:H22"
"AML001_HL60_24H:A06","-0.34890","0.3930500","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:A06|AML001_HL60_24H_X3_F1B10:A06"
"AML001_HL60_24H:BRD-A34037822:0.37037","-0.34847","0.1114600","BRD-A34037822","KUC107191N","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:N06|AML001_HL60_24H_X1_F1B10:N18|AML001_HL60_24H_X2_F1B10:N06|AML001_HL60_24H_X2_F1B10:N18|AML001_HL60_24H_X3_F1B10:N06|AML001_HL60_24H_X3_F1B10:N18"
"AML001_HL60_24H:BRD-A72796238:0.37037","-0.34276","0.2338300","BRD-A72796238","BRD-A72796238","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:H06|AML001_HL60_24H_X1_F1B10:H18|AML001_HL60_24H_X2_F1B10:H06|AML001_HL60_24H_X2_F1B10:H18|AML001_HL60_24H_X3_F1B10:H06|AML001_HL60_24H_X3_F1B10:H18"
"AML001_HL60_6H:BRD-K95149906:3.33333","-0.34133","0.3237700","BRD-K95149906","BRD-K95149906","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I08|AML001_HL60_6H_X1_F1B10:I20|AML001_HL60_6H_X2_B11:I08|AML001_HL60_6H_X2_B11:I20|AML001_HL60_6H_X3_F1B10:I08|AML001_HL60_6H_X3_F1B10:I20"
"AML001_HL60_6H:P13","-0.34022","0.4243300","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:P13|AML001_HL60_6H_X2_B11:P13|AML001_HL60_6H_X3_F1B10:P13"
"AML001_HL60_24H:BRD-K64877338:10","-0.33945","0.1643800","BRD-K64877338","BRD-K64877338","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:K01|AML001_HL60_24H_X1_F1B10:K13|AML001_HL60_24H_X2_F1B10:K01|AML001_HL60_24H_X2_F1B10:K13|AML001_HL60_24H_X3_F1B10:K01|AML001_HL60_24H_X3_F1B10:K13"
"AML001_HL60_24H:H22","-0.32882","0.1398200","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:H22"
"AML001_HL60_6H:BRD-A72796238:1.11111","-0.32847","0.2786900","BRD-A72796238","BRD-A72796238","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:H05|AML001_HL60_6H_X1_F1B10:H17|AML001_HL60_6H_X2_B11:H05|AML001_HL60_6H_X2_B11:H17|AML001_HL60_6H_X3_F1B10:H05|AML001_HL60_6H_X3_F1B10:H17"
"AML001_HL60_6H:BRD-K13077924:1.11111","-0.32267","0.3929400","BRD-K13077924","BRD-K13077924","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:D09|AML001_HL60_6H_X1_F1B10:D21|AML001_HL60_6H_X2_B11:D09|AML001_HL60_6H_X2_B11:D21|AML001_HL60_6H_X3_F1B10:D09|AML001_HL60_6H_X3_F1B10:D21"
"AML001_HL60_24H:BRD-K93754473:4.48614","-0.32220","0.4287900","BRD-K93754473","tamoxifen","trt_cp","HL60","5 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:C04|AML001_HL60_24H_X1_F1B10:C16|AML001_HL60_24H_X2_F1B10:C04|AML001_HL60_24H_X2_F1B10:C16|AML001_HL60_24H_X3_F1B10:C04|AML001_HL60_24H_X3_F1B10:C16"
"AML001_HL60_24H:BRD-A74382794:3.33333","-0.32135","0.2000000","BRD-A74382794","BRD-A74382794","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:K06|AML001_HL60_24H_X1_F1B10:K18|AML001_HL60_24H_X2_F1B10:K06|AML001_HL60_24H_X2_F1B10:K18|AML001_HL60_24H_X3_F1B10:K06|AML001_HL60_24H_X3_F1B10:K18"
"AML001_HL60_6H:BRD-K21918725:3.33333","-0.31801","0.5103300","BRD-K21918725","BRD-K21918725","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:M12|AML001_HL60_6H_X1_F1B10:M24|AML001_HL60_6H_X2_B11:M12|AML001_HL60_6H_X2_B11:M24|AML001_HL60_6H_X3_F1B10:M12|AML001_HL60_6H_X3_F1B10:M24"
"AML001_HL60_24H:BRD-K27499107:3.33333","-0.30974","0.4010200","BRD-K27499107","carbacyclin","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:E04|AML001_HL60_24H_X1_F1B10:E08|AML001_HL60_24H_X1_F1B10:E16|AML001_HL60_24H_X1_F1B10:E20|AML001_HL60_24H_X2_F1B10:E04|AML001_HL60_24H_X2_F1B10:E08|AML001_HL60_24H_X2_F1B10:E16|AML001_HL60_24H_X2_F1B10:E20|AML001_HL60_24H_X3_F1B10:E04|AML001_HL60_24H_X3_F1B10:E08|AML001_HL60_24H_X3_F1B10:E16|AML001_HL60_24H_X3_F1B10:E20"
"AML001_HL60_24H:BRD-K53325797:1.11111","-0.30869","0.4484400","BRD-K53325797","BRD-K53325797","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:D17|AML001_HL60_24H_X2_F1B10:D05|AML001_HL60_24H_X2_F1B10:D17|AML001_HL60_24H_X3_F1B10:D05|AML001_HL60_24H_X3_F1B10:D17"
"AML001_HL60_6H:BRD-K95149906:0.37037","-0.30729","0.3333300","BRD-K95149906","BRD-K95149906","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:J08|AML001_HL60_6H_X1_F1B10:J20|AML001_HL60_6H_X2_B11:J08|AML001_HL60_6H_X2_B11:J20|AML001_HL60_6H_X3_F1B10:J08|AML001_HL60_6H_X3_F1B10:J20"
"AML001_HL60_6H:BRD-A72498772:1.11111","-0.30268","0.5021700","BRD-A72498772","BRD-A72498772","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:L11|AML001_HL60_6H_X1_F1B10:L23|AML001_HL60_6H_X2_B11:L11|AML001_HL60_6H_X2_B11:L23|AML001_HL60_6H_X3_F1B10:L11|AML001_HL60_6H_X3_F1B10:L23"
"AML001_HL60_6H:O11","-0.30244","0.5496600","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:O11|AML001_HL60_6H_X2_B11:O11"
